,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AT5,AU1,AW1,AW2,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,KA1,KA2,MA1,MW1,OC1,REM,EQD
2676,72234654824,2022-02-06T21:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0041,5","02438,5,M,N","016093,5,N,5","+0005,5","-0067,5","99999,9",,,,,,,,,"07,5,+02438,5,99,9","08,5,+02743,5,99,9",,"3,99,1,+02438,5,9","4,99,1,+02743,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10190,5,09922,5",,,MET09402/06/22 16:55:02 METAR KRNP 062155Z 19008KT 10SM BKN080 OVC090 01/M07 A3009 RMK AO2 T00051067,
2677,72234654824,2022-02-06T22:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0031,5","02438,5,M,N","016093,5,N,5","+0005,5","-0066,5","99999,9",,,,,,,,,"08,5,+02438,5,99,9",,,"4,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10190,5,09922,5",,,MET08702/06/22 17:15:02 METAR KRNP 062215Z 18006KT 10SM OVC080 01/M07 A3009 RMK AO2 T00051066,
2678,72234654824,2022-02-06T22:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0026,5","02438,5,M,N","016093,5,N,5","+0002,5","-0065,5","99999,9",,,,,,,,,"08,5,+02438,5,99,9",,,"4,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10190,5,09922,5",,,MET08702/06/22 17:35:02 METAR KRNP 062235Z 19005KT 10SM OVC080 00/M06 A3009 RMK AO2 T00021065,
2679,72234654824,2022-02-06T22:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0026,5","02438,5,M,N","016093,5,N,5","+0001,5","-0065,5","99999,9",,,,,,,,,"07,5,+02438,5,99,9",,,"3,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10190,5,09922,5",,,MET08702/06/22 17:55:02 METAR KRNP 062255Z 18005KT 10SM BKN080 00/M06 A3009 RMK AO2 T00011065,
2680,72234654824,2022-02-06T23:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0026,5","02438,5,M,N","016093,5,N,5","+0000,5","-0065,5","99999,9",,,,,,,,,"07,5,+02438,5,99,9","07,5,+03658,5,99,9",,"3,99,1,+02438,5,9","3,99,1,+03658,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10193,5,09925,5",,,MET09402/06/22 18:15:02 METAR KRNP 062315Z 18005KT 10SM BKN080 BKN120 00/M06 A3010 RMK AO2 T00001065,
2681,72234654824,2022-02-06T23:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0026,5","03658,5,M,N","016093,5,N,5","-0002,5","-0064,5","99999,9",,,,,,,,,"04,5,+02438,5,99,9","08,5,+03658,5,99,9",,"2,99,1,+02438,5,9","4,99,1,+03658,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02438,1,99,9,99,9",,,"10196,5,09929,5",,,MET09402/06/22 18:35:02 METAR KRNP 062335Z 18005KT 10SM SCT080 OVC120 00/M06 A3011 RMK AO2 T10021064,
2682,72234654824,2022-02-06T23:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0026,5","03658,5,M,N","016093,5,N,5","-0006,5","-0065,5","99999,9",,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9","060,M,+0007,1","060,N,-0018,1","10196,5,09929,5",,,MET10002/06/22 18:55:02 METAR KRNP 062355Z 18005KT 10SM BKN120 M01/M06 A3011 RMK AO2 T10061065 10007 21018,
2683,72234654824,2022-02-07T00:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0008,5","-0066,5","99999,9",,,,,,,,,"04,5,+03658,5,99,9",,,"2,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03658,1,99,9,99,9",,,"10196,5,09929,5",,,MET08802/06/22 19:15:01 METAR KRNP 070015Z 18007KT 10SM SCT120 M01/M07 A3011 RMK AO2 T10081066,D01      0ADE726
2684,72234654824,2022-02-07T00:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0031,5","03353,5,M,N","016093,5,N,5","-0011,5","-0067,5","99999,9",,,,,,,,,"08,5,+03353,5,99,9",,,"4,99,1,+03353,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03353,1,99,9,99,9",,,"10196,5,09929,5",,,MET08802/06/22 19:35:01 METAR KRNP 070035Z 18006KT 10SM OVC110 M01/M07 A3011 RMK AO2 T10111067,
2685,72234654824,2022-02-07T00:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0036,5","03048,5,M,N","016093,5,N,5","-0014,5","-0068,5","99999,9",,,,,,,,,"08,5,+03048,5,99,9",,,"4,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03048,1,99,9,99,9",,,"10196,5,09929,5",,,MET08802/06/22 19:55:01 METAR KRNP 070055Z 18007KT 10SM OVC100 M01/M07 A3011 RMK AO2 T10141068,
2686,72234654824,2022-02-07T01:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0036,5","03048,5,M,N","016093,5,N,5","-0015,5","-0070,5","99999,9",,,,,,,,,"07,5,+03048,5,99,9",,,"3,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03048,1,99,9,99,9",,,"10196,5,09929,5",,,MET08802/06/22 20:15:01 METAR KRNP 070115Z 18007KT 10SM BKN100 M01/M07 A3011 RMK AO2 T10151070,
2687,72234654824,2022-02-07T01:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0016,5","-0069,5","99999,9",,,,,,,,,"04,5,+03048,5,99,9","04,5,+03658,5,99,9",,"2,99,1,+03048,5,9","2,99,1,+03658,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03048,1,99,9,99,9",,,"10193,5,09925,5",,,MET09502/06/22 20:35:01 METAR KRNP 070135Z 18006KT 10SM SCT100 SCT120 M02/M07 A3010 RMK AO2 T10161069,D01      0ADE726
2688,72234654824,2022-02-07T01:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0020,5","-0070,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10193,5,09925,5",,,MET08502/06/22 20:55:01 METAR KRNP 070155Z 19006KT 10SM CLR M02/M07 A3010 RMK AO2 T10201070,
2689,72234654824,2022-02-07T02:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0020,5","-0071,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,5,09922,5",,,MET08502/06/22 21:15:01 METAR KRNP 070215Z 19006KT 10SM CLR M02/M07 A3009 RMK AO2 T10201071,
2690,72234654824,2022-02-07T02:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0023,5","-0073,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,5,09922,5",,,MET08502/06/22 21:35:01 METAR KRNP 070235Z 19007KT 10SM CLR M02/M07 A3009 RMK AO2 T10231073,
2691,72234654824,2022-02-07T02:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0026,5","-0075,5","99999,9",,,,,,,,,"04,5,+02743,5,99,9",,,"2,99,1,+02743,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02743,1,99,9,99,9",,,"10193,5,09925,5",,,MET08802/06/22 21:55:01 METAR KRNP 070255Z 19008KT 10SM SCT090 M03/M07 A3010 RMK AO2 T10261075,D01      0ADE726
2692,72234654824,2022-02-07T03:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0030,5","-0077,5","99999,9",,,,,,,,,"04,5,+02743,5,99,9",,,"2,99,1,+02743,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02743,1,99,9,99,9",,,"10193,5,09925,5",,,MET08802/06/22 22:15:01 METAR KRNP 070315Z 19007KT 10SM SCT090 M03/M08 A3010 RMK AO2 T10301077,D01      0ADE726
2693,72234654824,2022-02-07T03:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0032,5","-0078,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10193,5,09925,5",,,MET08502/06/22 22:35:01 METAR KRNP 070335Z 19007KT 10SM CLR M03/M08 A3010 RMK AO2 T10321078,
2694,72234654824,2022-02-07T03:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0034,5","-0080,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,5,09922,5",,,MET08502/06/22 22:55:01 METAR KRNP 070355Z 19006KT 10SM CLR M03/M08 A3009 RMK AO2 T10341080,
2695,72234654824,2022-02-07T04:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0035,5","-0081,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,5,09922,5",,,MET08502/06/22 23:15:01 METAR KRNP 070415Z 19004KT 10SM CLR M03/M08 A3009 RMK AO2 T10351081,
2696,72234654824,2022-02-07T04:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0035,5","-0081,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,5,09922,5",,,MET08502/06/22 23:35:01 METAR KRNP 070435Z 18005KT 10SM CLR M03/M08 A3009 RMK AO2 T10351081,
2697,72234654824,2022-02-07T04:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0035,5","-0082,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0007,1","240,N,-0095,1","10190,5,09922,5",,,MET09502/06/22 23:55:01 METAR KRNP 070455Z 19006KT 10SM CLR M03/M08 A3009 RMK AO2 T10351082 400071095,
2698,72234654824,2022-02-07T05:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0037,5","-0085,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10186,5,09919,5",,,MET08502/07/22 00:15:01 METAR KRNP 070515Z 19004KT 10SM CLR M04/M08 A3008 RMK AO2 T10371085,
2699,72234654824,2022-02-07T05:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0038,5","-0085,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10186,5,09919,5",,,MET08502/07/22 00:35:01 METAR KRNP 070535Z 19004KT 10SM CLR M04/M08 A3008 RMK AO2 T10381085,
2700,72234654824,2022-02-07T05:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0041,5","-0087,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,-0007,1","060,N,-0041,1","10186,5,09919,5",,,MET09702/07/22 00:55:01 METAR KRNP 070555Z 19003KT 10SM CLR M04/M09 A3008 RMK AO2 T10411087 11007 21041,
2701,72234654824,2022-02-07T06:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0046,5","-0090,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10183,5,09915,5",,,MET08502/07/22 01:15:01 METAR KRNP 070615Z 00000KT 10SM CLR M05/M09 A3007 RMK AO2 T10461090,
2702,72234654824,2022-02-07T06:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0045,5","-0089,5","99999,9",,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10183,5,09915,5",,,MET08502/07/22 01:35:01 METAR KRNP 070635Z 00000KT 10SM CLR M04/M09 A3007 RMK AO2 T10451089,
2703,72234654824,2022-02-07T06:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00640,5,M,N","016093,5,N,5","-0046,5","-0089,5","99999,9",,,,,,,,,"07,5,+00640,5,99,9",,,"3,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,"10183,5,09915,5",,,MET08802/07/22 01:55:01 METAR KRNP 070655Z 00000KT 10SM BKN021 M05/M09 A3007 RMK AO2 T10461089,
2704,72234654824,2022-02-07T07:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00640,5,M,N","016093,5,N,5","-0048,5","-0087,5","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,"10183,5,09915,5",,,MET08802/07/22 02:15:01 METAR KRNP 070715Z 00000KT 10SM OVC021 M05/M09 A3007 RMK AO2 T10481087,
2705,72234654824,2022-02-07T07:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00640,5,M,N","016093,5,N,5","-0058,5","-0091,5","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,"10179,5,09912,5",,,MET08802/07/22 02:35:01 METAR KRNP 070735Z 00000KT 10SM OVC021 M06/M09 A3006 RMK AO2 T10581091,
2706,72234654824,2022-02-07T07:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00640,5,M,N","016093,5,N,5","-0058,5","-0084,5","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,"10179,5,09912,5",,,MET08802/07/22 02:55:01 METAR KRNP 070755Z 00000KT 10SM OVC021 M06/M08 A3006 RMK AO2 T10581084,
2707,72234654824,2022-02-07T08:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","02591,5,M,N","016093,5,N,5","-0060,5","-0086,5","99999,9",,,,,,,,,"04,5,+00701,5,99,9","08,5,+02591,5,99,9",,"2,99,1,+00701,5,9","4,99,1,+02591,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9",,,"10179,5,09912,5",,,MET09502/07/22 03:15:01 METAR KRNP 070815Z 00000KT 10SM SCT023 OVC085 M06/M09 A3006 RMK AO2 T10601086,
2708,72234654824,2022-02-07T08:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00640,5,M,N","016093,5,N,5","-0069,5","-0089,5","99999,9",,,,,,,,,"07,5,+00640,5,99,9","08,5,+02591,5,99,9",,"3,99,1,+00640,5,9","4,99,1,+02591,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,"10179,5,09912,5",,,MET09502/07/22 03:35:01 METAR KRNP 070835Z 00000KT 10SM BKN021 OVC085 M07/M09 A3006 RMK AO2 T10691089,
2709,72234654824,2022-02-07T08:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00579,5,M,N","016093,5,N,5","-0066,5","-0086,5","99999,9",,,,,,,,,"08,5,+00579,5,99,9",,,"4,99,1,+00579,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9",,,"10179,5,09912,5",,,MET08802/07/22 03:55:01 METAR KRNP 070855Z 00000KT 10SM OVC019 M07/M09 A3006 RMK AO2 T10661086,
2710,72234654824,2022-02-07T09:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"170,5,N,0015,5","00518,5,M,N","016093,5,N,5","-0053,5","-0079,5","99999,9",,,,,,,,,"08,5,+00518,5,99,9",,,"4,99,1,+00518,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,"10176,5,09909,5",,,MET08802/07/22 04:15:01 METAR KRNP 070915Z 17003KT 10SM OVC017 M05/M08 A3005 RMK AO2 T10531079,
2711,72234654824,2022-02-07T09:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00457,5,M,N","016093,5,N,5","-0047,5","-0080,5","99999,9",,,,,,,,,"07,5,+00457,5,99,9","08,5,+00975,5,99,9",,"3,99,1,+00457,5,9","4,99,1,+00975,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,"10176,5,09909,5",,,MET09502/07/22 04:35:01 METAR KRNP 070935Z 00000KT 10SM BKN015 OVC032 M05/M08 A3005 RMK AO2 T10471080,
2712,72234654824,2022-02-07T09:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"999,9,C,0000,5","00975,5,M,N","016093,5,N,5","-0041,5","-0078,5","99999,9",,,,,,,,,"08,5,+00975,5,99,9",,,"4,99,1,+00975,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00975,1,99,9,99,9",,,"10173,5,09905,5",,,MET08802/07/22 04:55:01 METAR KRNP 070955Z 00000KT 10SM OVC032 M04/M08 A3004 RMK AO2 T10411078,
2713,72234654824,2022-02-07T10:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"160,5,N,0015,5","00975,5,M,N","016093,5,N,5","-0040,5","-0076,5","99999,9",,,,,,,,,"04,5,+00427,5,99,9","08,5,+00975,5,99,9",,"2,99,1,+00427,5,9","4,99,1,+00975,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,"10173,5,09905,5",,,MET09502/07/22 05:15:01 METAR KRNP 071015Z 16003KT 10SM SCT014 OVC032 M04/M08 A3004 RMK AO2 T10401076,
2714,72234654824,2022-02-07T10:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0021,5","00427,5,M,N","016093,5,N,5","-0037,5","-0075,5","99999,9",,,,,,,,,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,"10173,5,09905,5",,,MET08802/07/22 05:35:01 METAR KRNP 071035Z 18004KT 10SM OVC014 M04/M07 A3004 RMK AO2 T10371075,
2715,72234654824,2022-02-07T10:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0026,5","00427,5,M,N","016093,5,N,5","-0037,5","-0075,5","99999,9",,,,,,,,,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,"10173,5,09905,5",,,MET08802/07/22 05:55:01 METAR KRNP 071055Z 19005KT 10SM OVC014 M04/M07 A3004 RMK AO2 T10371075,
2716,72234654824,2022-02-07T11:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0026,5","00366,5,M,N","016093,5,N,5","-0037,5","-0073,5","99999,9",,,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,"10173,5,09905,5",,,MET08802/07/22 06:15:01 METAR KRNP 071115Z 19005KT 10SM OVC012 M04/M07 A3004 RMK AO2 T10371073,
2717,72234654824,2022-02-07T11:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0026,5","00366,5,M,N","016093,5,N,5","-0037,5","-0071,5","99999,9",,,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,"10173,5,09905,5",,,MET08802/07/22 06:35:01 METAR KRNP 071135Z 19005KT 10SM OVC012 M04/M07 A3004 RMK AO2 T10371071,
2718,72234654824,2022-02-07T11:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0021,5","00366,5,M,N","016093,5,N,5","-0036,5","-0070,5","99999,9",,,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","060,M,-0036,1","060,N,-0071,1","10169,5,09902,5",,,MET10002/07/22 06:55:01 METAR KRNP 071155Z 19004KT 10SM OVC012 M04/M07 A3003 RMK AO2 T10361070 11036 21071,
2719,72234654824,2022-02-07T12:15:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"190,5,N,0021,5","00427,5,M,N","016093,5,N,5","-0035,5","-0067,5","99999,9",,,,,,,,,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,"10169,5,09902,5",,,MET08802/07/22 07:15:01 METAR KRNP 071215Z 19004KT 10SM OVC014 M03/M07 A3003 RMK AO2 T10351067,
2720,72234654824,2022-02-07T12:35:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"180,5,N,0031,5","00366,5,M,N","016093,5,N,5","-0035,5","-0065,5","99999,9",,,,,,,,,"07,5,+00366,5,99,9","08,5,+00884,5,99,9",,"3,99,1,+00366,5,9","4,99,1,+00884,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,"10169,5,09902,5",,,MET09502/07/22 07:35:01 METAR KRNP 071235Z 18006KT 10SM BKN012 OVC029 M03/M06 A3003 RMK AO2 T10351065,
2721,72234654824,2022-02-07T12:55:00,7,42.99306,-84.13889,224.3,"OWOSSO COMMUNITY AIRPORT, MI US",FM-15,KRNP ,V020,"210,5,N,0021,5","01006,5,M,N","016093,5,N,5","-0035,5","-0065,5","99999,9",,,,,,,,,"04,5,+00366,5,99,9","08,5,+01006,5,99,9",,"2,99,1,+00366,5,9","4,99,1,+01006,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,"10169,5,09902,5",,,MET09502/07/22 07:55:01 METAR KRNP 071255Z 21004KT 10SM SCT012 OVC033 M03/M06 A3003 RMK AO2 T10351065,
