,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AU1,AU2,AW1,AW2,AW3,AW4,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,MA1,MV1,MW1,OC1,REM,EQD
35,72214753817,2022-01-01T11:55:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"190,5,N,0015,5","00579,5,M,N","016093,5,N,5","+0200,C","+0190,C","99999,9",,,,,,,,,,,"07,5,+00579,5,99,9",,,"3,99,1,+00579,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10166,5,10058,5",,,,MET07601/01/22 06:55:02 METAR KMGR 011155Z 19003KT 10SM BKN019 20/19 A3002 RMK AO2,R01    207TMP046R02    197DPT046
36,72214753817,2022-01-01T12:15:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"190,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0200,5","+0190,5","99999,9",,,,,,,,,,,"04,5,+00579,5,99,9",,,"2,99,1,+00579,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00579,1,99,9,99,9","10166,5,10058,5",,,,MET07601/01/22 07:15:02 METAR KMGR 011215Z 19005KT 10SM SCT019 20/19 A3002 RMK AO2,D01      0ADE726
37,72214753817,2022-01-01T12:35:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"200,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0200,5","+0180,5","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,5,10061,5",,,,MET07301/01/22 07:35:02 METAR KMGR 011235Z 20003KT 10SM CLR 20/18 A3003 RMK AO2,
38,72214753817,2022-01-01T12:55:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"170,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0200,C","+0180,C","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,5,10061,5",,,,MET07301/01/22 07:55:02 METAR KMGR 011255Z 17004KT 10SM CLR 20/18 A3003 RMK AO2,R01    207TMP046R02    187DPT046
39,72214753817,2022-01-01T13:15:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"180,5,N,0015,5","22000,5,9,N","011265,5,N,5","+0200,5","+0180,5","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10169,5,10061,5",,,,MET07201/01/22 08:15:02 METAR KMGR 011315Z 18003KT 7SM CLR 20/18 A3003 RMK AO2,
40,72214753817,2022-01-01T13:35:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0200,5","+0180,5","99999,9",,,,,,,,,,,"04,5,+00152,5,99,9",,,"2,99,1,+00152,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00152,1,99,9,99,9","10173,5,10065,5",,,,MET07601/01/22 08:35:02 METAR KMGR 011335Z 00000KT 10SM SCT005 20/18 A3004 RMK AO2,D01      0ADE726
41,72214753817,2022-01-01T13:55:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"200,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0200,C","+0180,C","99999,9",,,,,,,,,,,"04,5,+00152,5,99,9",,,"2,99,1,+00152,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00152,1,99,9,99,9","10173,5,10065,5",,,,MET07601/01/22 08:55:02 METAR KMGR 011355Z 20006KT 10SM SCT005 20/18 A3004 RMK AO2,R01    207TMP046R02    187DPT046D01      0ADE726
42,72214753817,2022-01-01T14:15:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"180,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0210,5","+0180,5","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,5,10068,5",,,,MET07301/01/22 09:15:02 METAR KMGR 011415Z 18005KT 10SM CLR 21/18 A3005 RMK AO2,
43,72214753817,2022-01-01T14:35:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"180,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0210,5","+0180,5","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,5,10068,5",,,,MET07301/01/22 09:35:02 METAR KMGR 011435Z 18008KT 10SM CLR 21/18 A3005 RMK AO2,
44,72214753817,2022-01-01T14:55:00,7,31.08333,-83.8,86.3,"MOULTRIE AIRPORT, GA US",FM-15,KMGR ,V020,"180,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0210,C","+0180,C","99999,9",,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10176,5,10068,5",,,,MET07301/01/22 09:55:02 METAR KMGR 011455Z 18008KT 10SM CLR 21/18 A3005 RMK AO2,R01    217TMP046R02    187DPT046
