,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AT5,AU1,AW1,AW2,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,MA1,MW1,OC1,REM,EQD
0,72032104893,2022-01-01T00:15:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"320,1,N,0015,1","00701,1,9,N","008047,1,9,9","-0010,1","-0030,1","99999,9",,,,,,,"10,1",,,,,"4,99,1,+00701,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10088,1,99999,9",,,MET068METAR KSLH 010015Z AUTO 32003KT 5SM BR OVC023 M01/M03 A2979 RMK AO2=,
1,72032104893,2022-01-01T00:35:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"310,1,N,0015,1","00701,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00213,1,9","4,99,1,+00701,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9","10091,1,99999,9",,,MET073METAR KSLH 010035Z AUTO 31003KT 10SM SCT007 OVC023 M02/M03 A2980 RMK AO2=,
2,72032104893,2022-01-01T00:55:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"330,1,N,0015,1","00640,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00213,1,9","4,99,1,+00640,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9","10088,1,99999,9",,,MET073METAR KSLH 010055Z AUTO 33003KT 10SM SCT007 OVC021 M02/M03 A2979 RMK AO2=,
3,72032104893,2022-01-01T01:15:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"320,1,N,0015,1","00640,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00213,1,9","4,99,1,+00640,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9","10088,1,99999,9",,,MET073METAR KSLH 010115Z AUTO 32003KT 10SM SCT007 OVC021 M02/M03 A2979 RMK AO2=,
4,72032104893,2022-01-01T01:35:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"999,9,C,0000,1","00640,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"4,99,1,+00640,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10085,1,99999,9",,,MET066METAR KSLH 010135Z AUTO 00000KT 10SM OVC021 M02/M03 A2978 RMK AO2=,
5,72032104893,2022-01-01T01:55:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"330,1,N,0015,1","00640,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00244,1,9","4,99,1,+00640,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","10081,1,99999,9",,,MET073METAR KSLH 010155Z AUTO 33003KT 10SM SCT008 OVC021 M02/M03 A2977 RMK AO2=,
6,72032104893,2022-01-01T02:15:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"330,1,N,0021,1","00640,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00244,1,9","4,99,1,+00640,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","10081,1,99999,9",,,MET073METAR KSLH 010215Z AUTO 33004KT 10SM SCT008 OVC021 M02/M03 A2977 RMK AO2=,
7,72032104893,2022-01-01T02:35:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"330,1,N,0021,1","00305,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"3,99,1,+00305,1,9","4,99,1,+00640,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10085,1,99999,9",,,MET073METAR KSLH 010235Z AUTO 33004KT 10SM BKN010 OVC021 M02/M03 A2978 RMK AO2=,
8,72032104893,2022-01-01T02:55:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"340,1,N,0021,1","00427,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"2,99,1,+00305,1,9","3,99,1,+00427,1,9","4,99,1,+00671,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10085,1,99999,9",,,MET080METAR KSLH 010255Z AUTO 34004KT 10SM SCT010 BKN014 OVC022 M02/M03 A2978 RMK AO2=,
9,72032104893,2022-01-01T03:15:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"360,1,N,0036,1","00305,1,9,N","016093,1,9,9","-0010,1","-0020,1","99999,9",,,,,,,,,,,,"3,99,1,+00305,1,9","3,99,1,+00427,1,9","4,99,1,+00671,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10078,1,99999,9",,,MET080METAR KSLH 010315Z AUTO 36007KT 10SM BKN010 BKN014 OVC022 M01/M02 A2976 RMK AO2=,
10,72032104893,2022-01-01T03:35:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"350,1,N,0036,1","00305,1,9,N","016093,1,9,9","-0010,1","-0030,1","99999,9",,,,,,,,,,,,"4,99,1,+00305,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10081,1,99999,9",,,MET066METAR KSLH 010335Z AUTO 35007KT 10SM OVC010 M01/M03 A2977 RMK AO2=,
11,72032104893,2022-01-01T03:55:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"340,1,N,0041,1","00305,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"4,99,1,+00305,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10085,1,99999,9",,,MET066METAR KSLH 010355Z AUTO 34008KT 10SM OVC010 M02/M03 A2978 RMK AO2=,
12,72032104893,2022-01-01T04:15:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"340,1,N,0026,1","00305,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"4,99,1,+00305,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10085,1,99999,9",,,MET066METAR KSLH 010415Z AUTO 34005KT 10SM OVC010 M02/M03 A2978 RMK AO2=,
13,72032104893,2022-01-01T04:35:00,4,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,99999,V020,"320,1,N,0031,1","00366,1,9,N","016093,1,9,9","-0020,1","-0030,1","99999,9",,,,,,,,,,,,"4,99,1,+00366,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","10091,1,99999,9",,,MET066METAR KSLH 010435Z AUTO 32006KT 10SM OVC012 M02/M03 A2980 RMK AO2=,
14,72032104893,2022-01-01T04:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0026,5","00366,5,M,N","016093,5,N,5","-0020,C","-0030,C","99999,9",,,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","10091,5,09860,5",,,MET07812/31/21 23:55:02 METAR KSLH 010455Z 32005KT 10SM OVC012 M02/M03 A2980 RMK AO2,R01   M027TMP046R02   M037DPT046
15,72032104893,2022-01-01T05:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0046,5","00366,5,M,N","016093,5,N,5","-0020,5","-0040,5","99999,9",,,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","10091,5,09860,5",,,MET07801/01/22 00:15:02 METAR KSLH 010515Z 32009KT 10SM OVC012 M02/M04 A2980 RMK AO2,
16,72032104893,2022-01-01T05:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"310,5,N,0046,5","00488,5,M,N","016093,5,N,5","-0020,5","-0040,5","99999,9",,,,,,,,,"07,5,+00488,5,99,9","07,5,+00671,5,99,9","08,5,+00823,5,99,9","3,99,1,+00488,5,9","3,99,1,+00671,5,9","4,99,1,+00823,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10095,5,09863,5",,,MET09201/01/22 00:35:02 METAR KSLH 010535Z 31009KT 10SM BKN016 BKN022 OVC027 M02/M04 A2981 RMK AO2,
17,72032104893,2022-01-01T05:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0031,5","00792,5,M,N","016093,5,N,5","-0020,C","-0040,C","99999,9",,,,,,,,,"04,5,+00579,5,99,9","08,5,+00792,5,99,9",,"2,99,1,+00579,5,9","4,99,1,+00792,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10095,5,09863,5",,,MET08501/01/22 00:55:02 METAR KSLH 010555Z 33006KT 10SM SCT019 OVC026 M02/M04 A2981 RMK AO2,R01   M027TMP046R02   M047DPT046
18,72032104893,2022-01-01T06:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"310,5,N,0057,5","00610,5,M,N","016093,5,N,5","-0020,5","-0040,5","99999,9",,,,,,,,,"04,5,+00457,5,99,9","07,5,+00610,5,99,9","08,5,+00792,5,99,9","2,99,1,+00457,5,9","3,99,1,+00610,5,9","4,99,1,+00792,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10102,5,09870,5",,"0072,5",MET09501/01/22 01:15:02 METAR KSLH 010615Z 31011G14KT 10SM SCT015 BKN020 OVC026 M02/M04 A2983 RMK AO2,
19,72032104893,2022-01-01T06:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0041,5","00732,5,M,N","016093,5,N,5","-0020,5","-0050,5","99999,9",,,,,,,,,"04,5,+00518,5,99,9","08,5,+00732,5,99,9",,"2,99,1,+00518,5,9","4,99,1,+00732,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9","10098,5,09867,5",,,MET08501/01/22 01:35:02 METAR KSLH 010635Z 33008KT 10SM SCT017 OVC024 M02/M05 A2982 RMK AO2,
20,72032104893,2022-01-01T06:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0041,5","00762,5,M,N","016093,5,N,5","-0030,C","-0050,C","99999,9",,,,,,,,,"04,5,+00579,5,99,9","08,5,+00762,5,99,9",,"2,99,1,+00579,5,9","4,99,1,+00762,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10095,5,09863,5",,,MET08501/01/22 01:55:02 METAR KSLH 010655Z 32008KT 10SM SCT019 OVC025 M03/M05 A2981 RMK AO2,R01   M037TMP046R02   M057DPT046
21,72032104893,2022-01-01T07:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0046,5","00762,5,M,N","016093,5,N,5","-0030,5","-0050,5","99999,9",,,,,,,,,"04,5,+00579,5,99,9","07,5,+00762,5,99,9","08,5,+00914,5,99,9","2,99,1,+00579,5,9","3,99,1,+00762,5,9","4,99,1,+00914,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10098,5,09867,5",,,MET09201/01/22 02:15:02 METAR KSLH 010715Z 33009KT 10SM SCT019 BKN025 OVC030 M03/M05 A2982 RMK AO2,
22,72032104893,2022-01-01T07:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0067,5","00762,5,M,N","016093,5,N,5","-0030,5","-0060,5","99999,9",,,,,,,,,"04,5,+00549,5,99,9","07,5,+00762,5,99,9","08,5,+00914,5,99,9","2,99,1,+00549,5,9","3,99,1,+00762,5,9","4,99,1,+00914,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10098,5,09867,5",,"0093,5",MET09501/01/22 02:35:02 METAR KSLH 010735Z 33013G18KT 10SM SCT018 BKN025 OVC030 M03/M06 A2982 RMK AO2,
23,72032104893,2022-01-01T07:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0057,5","00853,5,M,N","016093,5,N,5","-0030,C","-0060,C","99999,9",,,,,,,,,"04,5,+00549,5,99,9","08,5,+00853,5,99,9",,"2,99,1,+00549,5,9","4,99,1,+00853,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10102,5,09870,5",,"0098,5",MET08801/01/22 02:55:02 METAR KSLH 010755Z 32011G19KT 10SM SCT018 OVC028 M03/M06 A2983 RMK AO2,R01   M037TMP046R02   M067DPT046
24,72032104893,2022-01-01T08:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0051,5","00549,5,M,N","016093,5,N,5","-0040,5","-0060,5","99999,9",,,,,,,,,"07,5,+00549,5,99,9","07,5,+00762,5,99,9","08,5,+00914,5,99,9","3,99,1,+00549,5,9","3,99,1,+00762,5,9","4,99,1,+00914,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10098,5,09867,5",,"0077,5",MET09501/01/22 03:15:02 METAR KSLH 010815Z 33010G15KT 10SM BKN018 BKN025 OVC030 M04/M06 A2982 RMK AO2,
25,72032104893,2022-01-01T08:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0067,5","00549,5,M,N","016093,5,N,5","-0040,5","-0070,5","99999,9",,,,,,,,,"07,5,+00549,5,99,9","08,5,+00762,5,99,9",,"3,99,1,+00549,5,9","4,99,1,+00762,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10102,5,09870,5",,"0088,5",MET08801/01/22 03:35:02 METAR KSLH 010835Z 34013G17KT 10SM BKN018 OVC025 M04/M07 A2983 RMK AO2,
26,72032104893,2022-01-01T08:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0062,5","00549,5,M,N","016093,5,N,5","-0040,C","-0070,C","99999,9",,,,,,,,,"07,5,+00549,5,99,9","07,5,+00792,5,99,9","08,5,+00975,5,99,9","3,99,1,+00549,5,9","3,99,1,+00792,5,9","4,99,1,+00975,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10112,5,09880,5",,,MET09201/01/22 03:55:02 METAR KSLH 010855Z 33012KT 10SM BKN018 BKN026 OVC032 M04/M07 A2986 RMK AO2,R01   M047TMP046R02   M077DPT046
27,72032104893,2022-01-01T09:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0062,5","00549,5,M,N","016093,5,N,5","-0040,5","-0070,5","99999,9",,,,,,,,,"07,5,+00549,5,99,9","08,5,+00792,5,99,9",,"3,99,1,+00549,5,9","4,99,1,+00792,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10115,5,09883,5",,"0077,5",MET08801/01/22 04:15:02 METAR KSLH 010915Z 32012G15KT 10SM BKN018 OVC026 M04/M07 A2987 RMK AO2,
28,72032104893,2022-01-01T09:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,V,0062,5","00640,5,M,N","016093,5,N,5","-0040,5","-0070,5","99999,9",,,,,,,,,"07,5,+00640,5,99,9","08,5,+00853,5,99,9",,"3,99,1,+00640,5,9","4,99,1,+00853,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10115,5,09883,5",,"0082,5",MET08801/01/22 04:35:02 METAR KSLH 010935Z 34012G16KT 10SM BKN021 OVC028 M04/M07 A2987 RMK AO2,
29,72032104893,2022-01-01T09:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0057,5","00549,5,M,N","016093,5,N,5","-0050,C","-0070,C","99999,9",,,,,,,,,"08,5,+00549,5,99,9",,,"4,99,1,+00549,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10119,5,09887,5",,"0082,5",MET08101/01/22 04:55:02 METAR KSLH 010955Z 33011G16KT 10SM OVC018 M05/M07 A2988 RMK AO2,R01   M057TMP046R02   M077DPT046
30,72032104893,2022-01-01T10:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0057,5","00610,5,M,N","016093,5,N,5","-0050,5","-0070,5","99999,9",,,,,,,,,"08,5,+00610,5,99,9",,,"4,99,1,+00610,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00610,1,99,9,99,9","10119,5,09887,5",,"0093,5",MET08101/01/22 05:15:02 METAR KSLH 011015Z 34011G18KT 10SM OVC020 M05/M07 A2988 RMK AO2,
31,72032104893,2022-01-01T10:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0057,5","00640,5,M,N","016093,5,N,5","-0050,5","-0080,5","99999,9",,,,,,,,,"07,5,+00640,5,99,9","08,5,+00762,5,99,9",,"3,99,1,+00640,5,9","4,99,1,+00762,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10119,5,09887,5",,"0077,5",MET08801/01/22 05:35:02 METAR KSLH 011035Z 33011G15KT 10SM BKN021 OVC025 M05/M08 A2988 RMK AO2,
32,72032104893,2022-01-01T10:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0067,5","00640,5,M,N","016093,5,N,5","-0050,C","-0080,C","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10122,5,09890,5",,"0088,5",MET08101/01/22 05:55:02 METAR KSLH 011055Z 34013G17KT 10SM OVC021 M05/M08 A2989 RMK AO2,R01   M057TMP046R02   M087DPT046
33,72032104893,2022-01-01T11:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0051,5","00701,5,M,N","016093,5,N,5","-0050,5","-0080,5","99999,9",,,,,,,,,"08,5,+00701,5,99,9",,,"4,99,1,+00701,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10125,5,09893,5",,"0072,5",MET08101/01/22 06:15:02 METAR KSLH 011115Z 33010G14KT 10SM OVC023 M05/M08 A2990 RMK AO2,
34,72032104893,2022-01-01T11:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0057,5","00701,5,M,N","016093,5,N,5","-0050,5","-0080,5","99999,9",,,,,,,,,"08,5,+00701,5,99,9",,,"4,99,1,+00701,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10125,5,09893,5",,"0082,5",MET08101/01/22 06:35:02 METAR KSLH 011135Z 34011G16KT 10SM OVC023 M05/M08 A2990 RMK AO2,
35,72032104893,2022-01-01T11:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0051,5","00701,5,M,N","016093,5,N,5","-0050,C","-0090,C","99999,9",,,,,,,,,"08,5,+00701,5,99,9",,,"4,99,1,+00701,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10125,5,09893,5",,"0088,5",MET08101/01/22 06:55:02 METAR KSLH 011155Z 33010G17KT 10SM OVC023 M05/M09 A2990 RMK AO2,R01   M057TMP046R02   M097DPT046
36,72032104893,2022-01-01T12:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0057,5","00762,5,M,N","016093,5,N,5","-0060,5","-0100,5","99999,9",,,,,,,,,"08,5,+00762,5,99,9",,,"4,99,1,+00762,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10125,5,09893,5",,"0077,5",MET08101/01/22 07:15:02 METAR KSLH 011215Z 34011G15KT 10SM OVC025 M06/M10 A2990 RMK AO2,
37,72032104893,2022-01-01T12:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0067,5","00701,5,M,N","016093,5,N,5","-0060,5","-0090,5","99999,9",,,,,,,,,"07,5,+00701,5,99,9","08,5,+00853,5,99,9",,"3,99,1,+00701,5,9","4,99,1,+00853,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10132,5,09900,5",,"0098,5",MET08801/01/22 07:35:02 METAR KSLH 011235Z 32013G19KT 10SM BKN023 OVC028 M06/M09 A2992 RMK AO2,
38,72032104893,2022-01-01T12:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0046,5","00640,5,M,N","016093,5,N,5","-0060,C","-0090,C","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10132,5,09900,5",,"0082,5",MET08101/01/22 07:55:02 METAR KSLH 011255Z 33009G16KT 10SM OVC021 M06/M09 A2992 RMK AO2,R01   M067TMP046R02   M097DPT046
39,72032104893,2022-01-01T13:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"310,5,N,0057,5","00640,5,M,N","016093,5,N,5","-0060,5","-0090,5","99999,9",,,,,,,,,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10135,5,09903,5",,"0082,5",MET08101/01/22 08:15:02 METAR KSLH 011315Z 31011G16KT 10SM OVC021 M06/M09 A2993 RMK AO2,
40,72032104893,2022-01-01T13:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0046,5","00640,5,M,N","016093,5,N,5","-0060,5","-0100,5","99999,9",,,,,,,,,"07,5,+00640,5,99,9","08,5,+00884,5,99,9",,"3,99,1,+00640,5,9","4,99,1,+00884,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10139,5,09907,5",,"0093,5",MET08801/01/22 08:35:02 METAR KSLH 011335Z 32009G18KT 10SM BKN021 OVC029 M06/M10 A2994 RMK AO2,
41,72032104893,2022-01-01T13:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"320,5,N,0062,5","00701,5,M,N","016093,5,N,5","-0060,C","-0100,C","99999,9",,,,,,,,,"07,5,+00701,5,99,9","08,5,+00853,5,99,9",,"3,99,1,+00701,5,9","4,99,1,+00853,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10139,5,09907,5",,"0088,5",MET08801/01/22 08:55:02 METAR KSLH 011355Z 32012G17KT 10SM BKN023 OVC028 M06/M10 A2994 RMK AO2,R01   M067TMP046R02   M107DPT046
42,72032104893,2022-01-01T14:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"330,5,N,0046,5","00640,5,M,N","016093,5,N,5","-0060,5","-0100,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10142,5,09910,5","71,5","0072,5",MET08501/01/22 09:15:02 METAR KSLH 011415Z 33009G14KT 10SM -SN OVC021 M06/M10 A2995 RMK AO2,
43,72032104893,2022-01-01T14:35:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0057,5","00640,5,M,N","011265,5,N,5","-0070,5","-0100,5","99999,9",,,,,,"1,0,03,0,0,1,5","71,5",,"08,5,+00640,5,99,9",,,"4,99,1,+00640,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10149,5,09916,5","71,5","0088,5",MET08401/01/22 09:35:02 METAR KSLH 011435Z 34011G17KT 7SM -SN OVC021 M07/M10 A2997 RMK AO2,
44,72032104893,2022-01-01T14:55:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0051,5","00762,5,M,N","016093,5,N,5","-0070,C","-0110,C","99999,9",,,,,,,,,"08,5,+00762,5,99,9",,,"4,99,1,+00762,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10146,5,09913,5",,,MET07801/01/22 09:55:02 METAR KSLH 011455Z 34010KT 10SM OVC025 M07/M11 A2996 RMK AO2,R01   M077TMP046R02   M117DPT046
45,72032104893,2022-01-01T15:15:00,7,45.65361,-84.51917,193.5,"CHEBOYGAN CO AIRPORT, MI US",FM-15,KSLH ,V020,"340,5,N,0067,5","00823,5,M,N","016093,5,N,5","-0070,5","-0120,5","99999,9",,,,,,,,,"07,5,+00823,5,99,9","08,5,+00975,5,99,9",,"3,99,1,+00823,5,9","4,99,1,+00975,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00823,1,99,9,99,9","10152,5,09920,5",,"0082,5",MET08801/01/22 10:15:02 METAR KSLH 011515Z 34013G16KT 10SM BKN027 OVC032 M07/M12 A2998 RMK AO2,
