,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AT5,AT6,AU1,AW1,AW2,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,KA1,KA2,KA3,KA4,MA1,MW1,OC1,REM,EQD
3996,72034054818,2022-02-28T15:55:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"130,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0028,5","-0110,5","99999,9",,,,,,,,,,"04,5,+03353,5,99,9",,,"2,99,1,+03353,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03353,1,99,9,99,9",,,,,"10213,5,09982,5",,,MET08802/28/22 10:55:01 METAR KFKS 281555Z 13007KT 10SM SCT110 M03/M11 A3016 RMK AO2 T10281110,D01      0ADE726
3997,72034054818,2022-02-28T16:15:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"140,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0025,5","-0109,5","99999,9",,,,,,,,,,"04,5,+03353,5,99,9",,,"2,99,1,+03353,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03353,1,99,9,99,9",,,,,"10213,5,09982,5",,,MET08802/28/22 11:15:01 METAR KFKS 281615Z 14007KT 10SM SCT110 M02/M11 A3016 RMK AO2 T10251109,D01      0ADE726
3998,72034054818,2022-02-28T16:35:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"120,5,N,0051,5","22000,5,9,N","016093,5,N,5","-0021,5","-0110,5","99999,9",,,,,,,,,,"04,5,+03658,5,99,9",,,"2,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03658,1,99,9,99,9",,,,,"10207,5,09975,5",,,MET08802/28/22 11:35:01 METAR KFKS 281635Z 12010KT 10SM SCT120 M02/M11 A3014 RMK AO2 T10211110,D01      0ADE726
3999,72034054818,2022-02-28T16:55:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"160,5,N,0057,5","02591,5,M,N","016093,5,N,5","-0016,5","-0104,5","99999,9",,,,,,,,,,"04,5,+01981,5,99,9","04,5,+02134,5,99,9","07,5,+02591,5,99,9","2,99,1,+01981,5,9","2,99,1,+02134,5,9","3,99,1,+02591,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01981,1,99,9,99,9",,,,,"10203,5,09972,5",,,MET10202/28/22 11:55:01 METAR KFKS 281655Z 16011KT 10SM SCT065 SCT070 BKN085 M02/M10 A3013 RMK AO2 T10161104,
4000,72034054818,2022-02-28T17:15:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"140,5,N,0031,5","01829,5,M,N","016093,5,N,5","-0015,5","-0107,5","99999,9",,,,,,,,,,"04,5,+01219,5,99,9","07,5,+01829,5,99,9","08,5,+02438,5,99,9","2,99,1,+01219,5,9","3,99,1,+01829,5,9","4,99,1,+02438,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9",,,,,"10200,5,09969,5",,,MET10202/28/22 12:15:01 METAR KFKS 281715Z 14006KT 10SM SCT040 BKN060 OVC080 M01/M11 A3012 RMK AO2 T10151107,
4001,72034054818,2022-02-28T17:35:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"140,5,N,0046,5","02286,5,M,N","016093,5,N,5","-0010,5","-0105,5","99999,9",,,,,,,,,,"04,5,+01341,5,99,9","04,5,+01829,5,99,9","07,5,+02286,5,99,9","2,99,1,+01341,5,9","2,99,1,+01829,5,9","3,99,1,+02286,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01341,1,99,9,99,9",,,,,"10193,5,09962,5",,"0082,5",MET10502/28/22 12:35:01 METAR KFKS 281735Z 14009G16KT 10SM SCT044 SCT060 BKN075 M01/M10 A3010 RMK AO2 T10101105,
4002,72034054818,2022-02-28T17:55:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"140,5,N,0041,5","01250,5,M,N","016093,5,N,5","-0005,5","-0104,5","99999,9",,,,,,,,,,"07,5,+01250,5,99,9","07,5,+02286,5,99,9","07,5,+02743,5,99,9","3,99,1,+01250,5,9","3,99,1,+02286,5,9","3,99,1,+02743,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01250,1,99,9,99,9","060,M,-0005,1","060,N,-0072,1",,,"10190,5,09959,5",,,MET11302/28/22 12:55:01 METAR KFKS 281755Z 14008KT 10SM BKN041 BKN075 BKN090 00/M10 A3009 RMK AO2 T10051104 11005 21072,
4003,72034054818,2022-02-28T18:15:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"130,5,N,0051,5","01189,5,M,N","016093,5,N,5","+0000,5","-0100,5","99999,9",,,,,,,,,,"07,5,+01189,5,99,9","07,5,+02896,5,99,9",,"3,99,1,+01189,5,9","3,99,1,+02896,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9",,,,,"10179,5,09949,5",,,MET09402/28/22 13:15:01 METAR KFKS 281815Z 13010KT 10SM BKN039 BKN095 00/M10 A3006 RMK AO2 T00001100,
4004,72034054818,2022-02-28T18:35:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"140,5,N,0046,5","02896,5,M,N","016093,5,N,5","+0000,5","-0096,5","99999,9",,,,,,,,,,"04,5,+01189,5,99,9","07,5,+02896,5,99,9",,"2,99,1,+01189,5,9","3,99,1,+02896,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9",,,,,"10173,5,09942,5",,"0077,5",MET09702/28/22 13:35:01 METAR KFKS 281835Z 14009G15KT 10SM SCT039 BKN095 00/M10 A3004 RMK AO2 T00001096,
4005,72034054818,2022-02-28T18:55:00,7,44.62556,-86.20083,192.6,"FRANKFORT DOW MEMORIAL FIELD AIRPORT, MI US",FM-15,KFKS ,V020,"150,5,N,0041,5","02896,5,M,N","016093,5,N,5","+0002,5","-0092,5","99999,9",,,,,,,,,,"08,5,+02896,5,99,9",,,"4,99,1,+02896,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02896,1,99,9,99,9",,,,,"10166,5,09935,5",,,MET08702/28/22 13:55:01 METAR KFKS 281855Z 15008KT 10SM OVC095 00/M09 A3002 RMK AO2 T00021092,
