,STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AT1,AT2,AT3,AT4,AT5,AU1,AW1,AW2,GA1,GA2,GA3,GD1,GD2,GD3,GE1,GF1,KA1,KA2,KA3,KA4,MA1,MW1,OC1,REM,EQD
0,72212504829,2022-01-01T00:16:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"040,1,N,0031,1","00701,1,9,N","011265,1,9,9","+0023,1","-0001,1","99999,9",,,,,,,,,,,,"4,99,1,+00701,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9",,,,,"10068,1,99999,9",,,MET073METAR KHYX 010016Z AUTO 04006KT 7SM OVC023 02/00 A2973 RMK AO2 T00231001=,
1,72212504829,2022-01-01T00:35:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"060,1,N,0036,1","00701,1,9,N","011265,1,9,9","+0025,1","+0000,1","99999,9",,,,,,,,,,,,"4,99,1,+00701,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9",,,,,"10064,1,99999,9",,,MET073METAR KHYX 010035Z AUTO 06007KT 7SM OVC023 03/00 A2972 RMK AO2 T00250000=,
2,72212504829,2022-01-01T00:55:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"070,1,N,0026,1","00640,1,9,N","011265,1,9,9","+0025,1","-0001,1","99999,9",,,,,,,,,,,,"4,99,1,+00640,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,,,"10064,1,99999,9",,,MET073METAR KHYX 010055Z AUTO 07005KT 7SM OVC021 03/00 A2972 RMK AO2 T00251001=,
3,72212504829,2022-01-01T01:15:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"020,1,N,0015,1","00640,1,9,N","011265,1,9,9","+0023,1","+0000,1","99999,9",,,,,,,,,,,,"4,99,1,+00640,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,,,"10068,1,99999,9",,,MET073METAR KHYX 010115Z AUTO 02003KT 7SM OVC021 02/00 A2973 RMK AO2 T00230000=,
4,72212504829,2022-01-01T01:35:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"999,9,C,0000,1","00640,1,9,N","011265,1,9,9","+0023,1","+0000,1","99999,9",,,,,,,"51,1",,,,,"4,99,1,+00640,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,,,"10071,1,99999,9",,,MET077METAR KHYX 010135Z AUTO 00000KT 7SM -DZ OVC021 02/00 A2974 RMK AO2 T00230000=,
5,72212504829,2022-01-01T01:55:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"040,1,N,0021,1","00640,1,9,N","006437,1,9,9","+0018,1","-0001,1","99999,9",,,,,,,"71,1",,,,,"4,99,1,+00640,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9",,,,,"10068,1,99999,9",,,MET077METAR KHYX 010155Z AUTO 04004KT 4SM -SN OVC021 02/00 A2973 RMK AO2 T00181001=,
6,72212504829,2022-01-01T02:15:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"999,9,C,0000,1","00518,1,9,N","011265,1,9,9","+0020,1","+0000,1","99999,9",,,,,,,,,,,,"4,99,1,+00518,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,"10074,1,99999,9",,,MET073METAR KHYX 010215Z AUTO 00000KT 7SM OVC017 02/00 A2975 RMK AO2 T00200000=,
7,72212504829,2022-01-01T02:35:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"040,1,N,0026,1","00518,1,9,N","006437,1,9,9","+0020,1","+0000,1","99999,9",,,,,,,"71,1",,,,,"4,99,1,+00518,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,,,"10068,1,99999,9",,,MET077METAR KHYX 010235Z AUTO 04005KT 4SM -SN OVC017 02/00 A2973 RMK AO2 T00200000=,
8,72212504829,2022-01-01T02:55:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"040,1,N,0026,1","00579,1,9,N","006437,1,9,9","+0018,1","+0000,1","99999,9",,,,,,,"71,1",,,,,"4,99,1,+00579,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9",,,,,"10068,1,99999,9",,,MET077METAR KHYX 010255Z AUTO 04005KT 4SM -SN OVC019 02/00 A2973 RMK AO2 T00180000=,
9,72212504829,2022-01-01T03:15:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"050,1,N,0031,1","00518,1,9,N","006437,1,9,9","+0018,1","+0000,1","99999,9",,,,,,,"40,1",,,,,"2,99,1,+00244,1,9","4,99,1,+00518,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10061,1,99999,9",,,MET083METAR KHYX 010315Z AUTO 05006KT 4SM UP SCT008 OVC017 02/00 A2971 RMK AO2 T00180000=,
10,72212504829,2022-01-01T03:35:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"040,1,N,0031,1","00518,1,9,N","004828,1,9,9","+0017,1","+0000,1","99999,9",,,,,,,"40,1",,,,,"2,99,1,+00244,1,9","4,99,1,+00518,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10061,1,99999,9",,,MET083METAR KHYX 010335Z AUTO 04006KT 3SM UP SCT008 OVC017 02/00 A2971 RMK AO2 T00170000=,
11,72212504829,2022-01-01T03:55:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"020,1,N,0021,1","00305,1,9,N","004828,1,9,9","+0017,1","+0001,1","99999,9",,,,,,,"10,1",,,,,"3,99,1,+00305,1,9","4,99,1,+00457,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10061,1,99999,9",,,MET083METAR KHYX 010355Z AUTO 02004KT 3SM BR BKN010 OVC015 02/00 A2971 RMK AO2 T00170001=,
12,72212504829,2022-01-01T04:15:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"020,1,N,0015,1","00305,1,9,N","002816,1,9,9","+0016,1","+0001,1","99999,9",,,,,,,"40,1",,,,,"4,99,1,+00305,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10061,1,99999,9",,,MET080METAR KHYX 010415Z AUTO 02003KT 1 3/4SM UP OVC010 02/00 A2971 RMK AO2 T00160001=,
13,72212504829,2022-01-01T04:35:00,4,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,99999,V020,"030,1,N,0015,1","00396,1,9,N","003219,1,9,9","+0016,1","+0002,1","99999,9",,,,,,,"40,1",,,,,"4,99,1,+00396,1,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00396,1,99,9,99,9",,,,,"10061,1,99999,9",,,MET076METAR KHYX 010435Z AUTO 03003KT 2SM UP OVC013 02/00 A2971 RMK AO2 T00160002=,
14,72212504829,2022-01-01T04:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0026,5","00396,5,M,N","003219,5,N,5","+0015,5","+0001,5","99999,9",,,,,,"2,0,09,0,0,1,5","40,1","41,5","04,5,+00061,5,99,9","08,5,+00396,5,99,9",,"2,99,1,+00061,5,9","4,99,1,+00396,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10064,5,09847,5",,,MET09512/31/21 23:55:02 METAR KHYX 010455Z 36005KT 2SM UP SCT002 OVC013 02/00 A2972 RMK AO2 T00150001,
15,72212504829,2022-01-01T05:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0021,5","00335,5,M,N","003219,5,N,5","+0015,5","+0001,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"04,5,+00061,5,99,9","08,5,+00335,5,99,9",,"2,99,1,+00061,5,9","4,99,1,+00335,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10064,5,09847,5",,,MET09501/01/22 00:15:02 METAR KHYX 010515Z 01004KT 2SM BR SCT002 OVC011 02/00 A2972 RMK AO2 T00150001,
16,72212504829,2022-01-01T05:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0026,5","00061,5,M,N","002816,5,N,5","+0015,5","+0001,5","99999,9",,,,,,"2,0,09,0,0,1,5","40,1","41,5","07,5,+00061,5,99,9","08,5,+00335,5,99,9",,"3,99,1,+00061,5,9","4,99,1,+00335,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10061,5,09844,5",,,MET09901/01/22 00:35:02 METAR KHYX 010535Z 02005KT 1 3/4SM UP BKN002 OVC011 02/00 A2971 RMK AO2 T00150001,
17,72212504829,2022-01-01T05:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"030,5,N,0021,5","00396,5,M,N","002816,5,N,5","+0015,5","+0001,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"04,5,+00061,5,99,9","08,5,+00396,5,99,9",,"2,99,1,+00061,5,9","4,99,1,+00396,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9","060,M,+0026,1","060,N,+0015,1","240,M,+0035,1","240,N,+0011,1","10061,5,09844,5",,,MET12101/01/22 00:55:02 METAR KHYX 010555Z 03004KT 1 3/4SM BR SCT002 OVC013 02/00 A2971 RMK AO2 T00150001 10026 20015 400350011,
18,72212504829,2022-01-01T06:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0026,5","00061,5,M,N","003219,5,N,5","+0015,5","+0002,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"07,5,+00061,5,99,9","08,5,+00457,5,99,9",,"3,99,1,+00061,5,9","4,99,1,+00457,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10061,5,09844,5",,,MET09501/01/22 01:15:02 METAR KHYX 010615Z 02005KT 2SM BR BKN002 OVC015 02/00 A2971 RMK AO2 T00150002,
19,72212504829,2022-01-01T06:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0021,5","00061,5,M,N","002816,5,N,5","+0015,5","+0002,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10064,5,09847,5",,,MET09201/01/22 01:35:02 METAR KHYX 010635Z 02004KT 1 3/4SM BR OVC002 02/00 A2972 RMK AO2 T00150002,
20,72212504829,2022-01-01T06:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0026,5","00122,5,M,N","002816,5,N,5","+0015,5","+0002,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10068,5,09851,5",,,MET09201/01/22 01:55:02 METAR KHYX 010655Z 01005KT 1 3/4SM BR OVC004 02/00 A2973 RMK AO2 T00150002,
21,72212504829,2022-01-01T07:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"360,5,N,0026,5","00122,5,M,N","002816,5,N,5","+0016,5","+0003,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET09201/01/22 02:15:02 METAR KHYX 010715Z 36005KT 1 3/4SM BR OVC004 02/00 A2975 RMK AO2 T00160003,
22,72212504829,2022-01-01T07:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0041,5","00122,5,M,N","002816,5,N,5","+0016,5","+0004,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET09201/01/22 02:35:02 METAR KHYX 010735Z 01008KT 1 3/4SM BR OVC004 02/00 A2975 RMK AO2 T00160004,
23,72212504829,2022-01-01T07:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","00061,5,M,N","002414,5,N,5","+0017,5","+0005,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET09201/01/22 02:55:02 METAR KHYX 010755Z 02008KT 1 1/2SM BR OVC002 02/01 A2975 RMK AO2 T00170005,
24,72212504829,2022-01-01T08:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0046,5","00061,5,M,N","003219,5,N,5","+0015,5","+0002,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET08801/01/22 03:15:02 METAR KHYX 010815Z 01009KT 2SM BR OVC002 02/00 A2975 RMK AO2 T00150002,
25,72212504829,2022-01-01T08:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","00061,5,M,N","004023,5,N,5","+0013,5","+0001,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET09201/01/22 03:35:02 METAR KHYX 010835Z 02008KT 2 1/2SM BR OVC002 01/00 A2975 RMK AO2 T00130001,
26,72212504829,2022-01-01T08:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0046,5","00122,5,M,N","004828,5,N,5","+0012,5","+0000,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET08801/01/22 03:55:02 METAR KHYX 010855Z 02009KT 3SM BR OVC004 01/00 A2975 RMK AO2 T00120000,
27,72212504829,2022-01-01T09:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0031,5","00122,5,M,N","004828,5,N,5","+0012,5","+0000,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10078,5,09861,5",,,MET08801/01/22 04:15:02 METAR KHYX 010915Z 01006KT 3SM BR OVC004 01/00 A2976 RMK AO2 T00120000,
28,72212504829,2022-01-01T09:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0041,5","00122,5,M,N","004828,5,N,5","+0011,5","+0000,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10078,5,09861,5",,,MET08801/01/22 04:35:02 METAR KHYX 010935Z 02008KT 3SM BR OVC004 01/00 A2976 RMK AO2 T00110000,
29,72212504829,2022-01-01T09:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0046,5","00122,5,M,N","004828,5,N,5","+0011,5","+0000,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10075,5,09857,5",,,MET08801/01/22 04:55:02 METAR KHYX 010955Z 01009KT 3SM BR OVC004 01/00 A2975 RMK AO2 T00110000,
30,72212504829,2022-01-01T10:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0051,5","00122,5,M,N","008047,5,N,5","+0011,5","+0000,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,"10081,5,09864,5",,,MET08801/01/22 05:15:02 METAR KHYX 011015Z 01010KT 5SM BR OVC004 01/00 A2977 RMK AO2 T00110000,
31,72212504829,2022-01-01T10:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0057,5","00244,5,M,N","011265,5,N,5","+0010,5","-0001,5","99999,9",,,,,,,,,"08,5,+00244,5,99,9",,,"4,99,1,+00244,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10081,5,09864,5",,"0077,5",MET08801/01/22 05:35:02 METAR KHYX 011035Z 01011G15KT 7SM OVC008 01/00 A2977 RMK AO2 T00101001,
32,72212504829,2022-01-01T10:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0057,5","00244,5,M,N","011265,5,N,5","+0010,5","-0004,5","99999,9",,,,,,,,,"08,5,+00244,5,99,9",,,"4,99,1,+00244,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10085,5,09867,5",,"0082,5",MET08801/01/22 05:55:02 METAR KHYX 011055Z 01011G16KT 7SM OVC008 01/00 A2978 RMK AO2 T00101004,
33,72212504829,2022-01-01T11:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0062,5","00305,5,M,N","016093,5,N,5","+0010,5","-0006,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10088,5,09871,5",,,MET08701/01/22 06:15:02 METAR KHYX 011115Z 01012KT 10SM OVC010 01/M01 A2979 RMK AO2 T00101006,
34,72212504829,2022-01-01T11:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0057,5","00305,5,M,N","016093,5,N,5","+0010,5","-0007,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10088,5,09871,5",,,MET08701/01/22 06:35:02 METAR KHYX 011135Z 01011KT 10SM OVC010 01/M01 A2979 RMK AO2 T00101007,
35,72212504829,2022-01-01T11:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0057,5","00305,5,M,N","016093,5,N,5","+0008,5","-0010,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","060,M,+0017,1","060,N,+0008,1",,,"10088,5,09871,5",,"0088,5",MET10201/01/22 06:55:02 METAR KHYX 011155Z 02011G17KT 10SM OVC010 01/M01 A2979 RMK AO2 T00081010 10017 20008,
36,72212504829,2022-01-01T12:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0057,5","00305,5,M,N","016093,5,N,5","+0008,5","-0010,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10091,5,09874,5",,,MET08701/01/22 07:15:02 METAR KHYX 011215Z 02011KT 10SM OVC010 01/M01 A2980 RMK AO2 T00081010,
37,72212504829,2022-01-01T12:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0072,5","00305,5,M,N","016093,5,N,5","+0008,5","-0010,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10095,5,09877,5",,"0098,5",MET09001/01/22 07:35:02 METAR KHYX 011235Z 01014G19KT 10SM OVC010 01/M01 A2981 RMK AO2 T00081010,
38,72212504829,2022-01-01T12:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0062,5","00305,5,M,N","011265,5,N,5","+0007,5","-0010,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10098,5,09881,5",,,MET08601/01/22 07:55:02 METAR KHYX 011255Z 02012KT 7SM OVC010 01/M01 A2982 RMK AO2 T00071010,
39,72212504829,2022-01-01T13:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0046,5","00305,5,M,N","011265,5,N,5","+0006,5","-0010,5","99999,9",,,,,,,,,"08,5,+00305,5,99,9",,,"4,99,1,+00305,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10105,5,09887,5",,,MET08601/01/22 08:15:02 METAR KHYX 011315Z 02009KT 7SM OVC010 01/M01 A2984 RMK AO2 T00061010,
40,72212504829,2022-01-01T13:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0057,5","00244,5,M,N","008047,5,N,5","+0005,5","-0010,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"07,5,+00244,5,99,9","08,5,+00396,5,99,9",,"3,99,1,+00244,5,9","4,99,1,+00396,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,"10108,5,09891,5",,,MET09601/01/22 08:35:02 METAR KHYX 011335Z 01011KT 5SM BR BKN008 OVC013 01/M01 A2985 RMK AO2 T00051010,
41,72212504829,2022-01-01T13:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0051,5","00274,5,M,N","004828,5,N,5","+0003,5","-0012,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"07,5,+00274,5,99,9","08,5,+00427,5,99,9",,"3,99,1,+00274,5,9","4,99,1,+00427,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00274,1,99,9,99,9",,,,,"10112,5,09894,5",,"0093,5",MET09901/01/22 08:55:02 METAR KHYX 011355Z 02010G18KT 3SM BR BKN009 OVC014 00/M01 A2986 RMK AO2 T00031012,
42,72212504829,2022-01-01T14:15:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0062,5","00396,5,M,N","004828,5,N,5","+0001,5","-0015,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"04,5,+00183,5,99,9","07,5,+00396,5,99,9","08,5,+00640,5,99,9","2,99,1,+00183,5,9","3,99,1,+00396,5,9","4,99,1,+00640,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,"10115,5,09897,5",,,MET10301/01/22 09:15:02 METAR KHYX 011415Z 01012KT 3SM BR SCT006 BKN013 OVC021 00/M01 A2987 RMK AO2 T00011015,
43,72212504829,2022-01-01T14:35:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"010,5,N,0062,5","00488,5,M,N","008047,5,N,5","+0001,5","-0015,5","99999,9",,,,,,"0,0,00,1,0,1,5","10,5",,"04,5,+00305,5,99,9","07,5,+00488,5,99,9","08,5,+00671,5,99,9","2,99,1,+00305,5,9","3,99,1,+00488,5,9","4,99,1,+00671,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9",,,,,"10112,5,09894,5",,,MET10301/01/22 09:35:02 METAR KHYX 011435Z 01012KT 5SM BR SCT010 BKN016 OVC022 00/M01 A2986 RMK AO2 T00011015,
44,72212504829,2022-01-01T14:55:00,7,43.43333,-83.86667,182.9,"SAGINAW HARRY W BROWNE AIRPORT, MI US",FM-15,KHYX ,V020,"020,5,N,0067,5","00427,5,M,N","016093,5,N,5","+0002,5","-0020,5","99999,9",,,,,,,,,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,"10119,5,09901,5",,"0093,5",MET09001/01/22 09:55:02 METAR KHYX 011455Z 02013G18KT 10SM OVC014 00/M02 A2988 RMK AO2 T00021020,
